Session,Session Date,Session Title / Poster Group,Start Time,Stop Time,# of Papers,Session Chairs,Session Order,Poster ID,Paper ID,Title (Corrected),Authors (Corrected)
,,,,,,,156,156a,3340,Dimension Embeddings for Monocular 3D Object Detection,Yunpeng Zhang; Wenzhao Zheng; Zheng Zhu; Guan Huang; Dalong Du; Jie Zhou; Jiwen Lu
,,,,,,,157,157a,1100,Understanding 3D Object Articulation in Internet Videos,Shengyi Qian; Linyi Jin; Chris Rockwell; Siyi Chen; David F. Fouhey
,,,,,,,158,158a,2308,P3Depth: Monocular Depth Estimation With a Piecewise Planarity Prior,Vaishakh Patil; Christos Sakaridis; Alexander Liniger; Luc Van Gool
,,,,,,,159,159a,9925,Neural Face Identification in a 2D Wireframe Projection of a Manifold Object,Kehan Wang; Jia Zheng; Zihan Zhou
,,,,,,,160,160a,4032,PanopticDepth: A Unified Framework for Depth-Aware Panoptic Segmentation,Naiyu Gao; Fei He; Jian Jia; Yanhu Shan; Haoyang Zhang; Xin Zhao; Kaiqi Huang
,,,,,,,161,161a,2630,Stability-Driven Contact Reconstruction From Monocular Color Images,Zimeng Zhao; Binghui Zuo; Wei Xie; Yangang Wang
,,,,,,,162,162a,1315,LGT-Net: Indoor Panoramic Room Layout Estimation With Geometry-Aware Transformer Network,Zhigang Jiang; Zhongzheng Xiang; Jinhua Xu; Ming Zhao
,,,,,,,163,163a,3210,Collaborative Learning for Hand and Object Reconstruction With Attention-Guided Graph Convolution,Tze Ho Elden Tse; Kwang In Kim; Ales̆ Leonardis; Hyung Jin Chang
,,,,,,,164,164a,2644,RM-Depth: Unsupervised Learning of Recurrent Monocular Depth in Dynamic Scenes,Tak-Wai Hui
,,,,,,,165,165a,768,Exploring Geometric Consistency for Monocular 3D Object Detection,Qing Lian; Botao Ye; Ruijia Xu; Weilong Yao; Tong Zhang
,,,,,,,166,166a,3098,Learning 3D Object Shape and Layout Without 3D Supervision,Georgia Gkioxari; Nikhila Ravi; Justin Johnson
,,,,,,,167,167a,10999,Single-Stage 3D Geometry-Preserving Depth Estimation Model Training on Dataset Mixtures With Uncalibrated Stereo Data,Nikolay Patakin; Anna Vorontsova; Mikhail Artemyev; Anton Konushin
,,,,,,,168,168a,276,Occluded Human Mesh Recovery,Rawal Khirodkar; Shashank Tripathi; Kris Kitani
,,,,,,,169,169a,189,LAKe-Net: Topology-Aware Point Cloud Completion by Localizing Aligned Keypoints,Junshu Tang; Zhijun Gong; Ran Yi; Yuan Xie; Lizhuang Ma
,,,,,,,170,170a,1080,OcclusionFusion: Occlusion-Aware Motion Estimation for Real-Time Dynamic 3D Reconstruction,Wenbin Lin; Chengwei Zheng; Jun-Hai Yong; Feng Xu
,,,,,,,171,171a,5016,Depth Estimation by Combining Binocular Stereo and Monocular Structured-Light,Yuhua Xu; Xiaoli Yang; Yushan Yu; Wei Jia; Zhaobi Chu; Yulan Guo
,,,,,,,172,172a,304,Learning From Pixel-Level Noisy Label: A New Perspective for Light Field Saliency Detection,Mingtao Feng; Kendong Liu; Liang Zhang; Hongshan Yu; Yaonan Wang; Ajmal Mian
,,Photogrammetry and Remote Sensing,,,,,173,173a,971,HyperTransformer: A Textural and Spectral Feature Fusion Transformer for Pansharpening,Wele Gedara Chaminda Bandara; Vishal M. Patel
,,,,,,,174,174a,990,Revisiting Near/Remote Sensing With Geospatial Attention,Scott Workman; M. Usman Rafique; Hunter Blanton; Nathan Jacobs
,,,,,,,175,175a,2718,Memory-Augmented Deep Conditional Unfolding Network for Pan-Sharpening,Gang Yang; Man Zhou; Keyu Yan; Aiping Liu; Xueyang Fu; Fan Wang
,,,,,,,176,176a,3511,Mutual Information-Driven Pan-Sharpening,Man Zhou; Keyu Yan; Jie Huang; Zihe Yang; Xueyang Fu; Feng Zhao
,,,,,,,177,177a,3982,Sparse and Complete Latent Organization for Geospatial Semantic Segmentation,Fengyu Yang; Chenyang Ma
,,,,,,,178,178a,5907,The Probabilistic Normal Epipolar Constraint for Frame-to-Frame Rotation Optimization Under Uncertain Feature Positions,Dominik Muhle; Lukas Koestler; Nikolaus Demmel; Florian Bernard; Daniel Cremers
,,,,,,,179,179a,4025,Oriented RepPoints for Aerial Object Detection,Wentong Li; Yijie Chen; Kaixuan Hu; Jianke Zhu
,,,,,,,180,180a,6403,Using 3D Topological Connectivity for Ghost Particle Reduction in Flow Reconstruction,Christina Tsalicoglou; Thomas Rösgen
,,,,,,,181,181a,8986,PolyWorld: Polygonal Building Extraction With Graph Neural Networks in Satellite Images,Stefano Zorzi; Shabab Bazrafkan; Stefan Habenschuss; Friedrich Fraundorfer
,,,,,,,182,182a,8832,Self-Supervised Super-Resolution for Multi-Exposure Push-Frame Satellites,Ngoc Long Nguyen; Jérémy Anger; Axel Davy; Pablo Arias; Gabriele Facciolo
,,Low-Level Vision,,,,,183,183a,4406,MISF: Multi-Level Interactive Siamese Filtering for High-Fidelity Image Inpainting,Xiaoguang Li; Qing Guo; Di Lin; Ping Li; Wei Feng; Song Wang
,,,,,,,184,184a,4102,Iterative Deep Homography Estimation,Si-Yuan Cao; Jianxin Hu; Zehua Sheng; Hui-Liang Shen
,,,,,,,185,185a,8042,GCFSR: A Generative and Controllable Face Super Resolution Method Without Facial and GAN Priors,Jingwen He; Wu Shi; Kai Chen; Lean Fu; Chao Dong
,,,,,,,186,186a,8026,Deep Color Consistent Network for Low-Light Image Enhancement,Zhao Zhang; Huan Zheng; Richang Hong; Mingliang Xu; Shuicheng Yan; Meng Wang
,,,,,,,187,187a,7392,LAR-SR: A Local Autoregressive Model for Image Super-Resolution,Baisong Guo; Xiaoyun Zhang; Haoning Wu; Yu Wang; Ya Zhang; Yan-Feng Wang
,,,,,,,188,188a,10478,Multi-Scale Memory-Based Video Deblurring,Bo Ji; Angela Yao
,,,,,,,189,189a,2995,Local Texture Estimator for Implicit Representation Function,Jaewon Lee; Kyong Hwan Jin
,,,,,,,190,190a,5940,Chitransformer: Towards Reliable Stereo From Cues,Qing Su; Shihao Ji
,,,,,,,191,191a,6095,BNUDC: A Two-Branched Deep Neural Network for Restoring Images From Under-Display Cameras,Jaihyun Koh; Jangho Lee; Sungroh Yoon
,,,,,,,192,192a,7001,ISNAS-DIP: Image-Specific Neural Architecture Search for Deep Image Prior,Metin Ersin Arican; Ozgur Kara; Gustav Bredell; Ender Konukoglu
,,,,,,,193,193a,3885,IFRNet: Intermediate Feature Refine Network for Efficient Frame Interpolation,Lingtong Kong; Boyuan Jiang; Donghao Luo; Wenqing Chu; Xiaoming Huang; Ying Tai; Chengjie Wang; Jie Yang
,,,,,,,194,194a,10619,Learning Graph Regularisation for Guided Super-Resolution,Riccardo de Lutio; Alexander Becker; Stefano D'Aronco; Stefania Russo; Jan D. Wegner; Konrad Schindler
,,,,,,,195,195a,7221,Self-Supervised Deep Image Restoration via Adaptive Stochastic Gradient Langevin Dynamics,Weixi Wang; Ji Li; Hui Ji
,,,,,,,196,196a,6985,Self-Supervised Arbitrary-Scale Point Clouds Upsampling via Implicit Neural Representation,Wenbo Zhao; Xianming Liu; Zhiwei Zhong; Junjun Jiang; Wei Gao; Ge Li; Xiangyang Ji
,,,,,,,197,197a,11676,Noise Distribution Adaptive Self-Supervised Image Denoising Using Tweedie Distribution and Score Matching,Kwanyoung Kim; Taesung Kwon; Jong Chul Ye
,,,,,,,198,198a,1828,Unpaired Deep Image Deraining Using Dual Contrastive Learning,Xiang Chen; Jinshan Pan; Kui Jiang; Yufeng Li; Yufeng Huang; Caihua Kong; Longgang Dai; Zhentao Fan
,,,,,,,199,199a,1134,Blind2Unblind: Self-Supervised Image Denoising With Visible Blind Spots,Zejin Wang; Jiazheng Liu; Guoqing Li; Hua Han
,,,,,,,200,200a,1850,Self-Augmented Unpaired Image Dehazing via Density and Depth Decomposition,Yang Yang; Chaoyue Wang; Risheng Liu; Lin Zhang; Xiaojie Guo; Dacheng Tao
,,,,,,,201,201a,2977,VideoINR: Learning Video Implicit Neural Representation for Continuous Space-Time Super-Resolution,Zeyuan Chen; Yinbo Chen; Jingwen Liu; Xingqian Xu; Vidit Goel; Zhangyang Wang; Humphrey Shi; Xiaolong Wang
,,,,,,,202,202a,8989,Fast Algorithm for Low-Rank Tensor Completion in Delay-Embedded Space,Ryuki Yamamoto; Hidekata Hontani; Akira Imakura; Tatsuya Yokota
,,,,,,,203,203a,2547,Exploring and Evaluating Image Restoration Potential in Dynamic Scenes,Cheng Zhang; Shaolin Su; Yu Zhu; Qingsen Yan; Jinqiu Sun; Yanning Zhang
,,,,,,,204,204a,6232,GIQE: Generic Image Quality Enhancement via Nth Order Iterative Degradation,Pranjay Shyam; Kyung-Soo Kim; Kuk-Jin Yoon
,,,,,,,205,205a,8373,Does Text Attract Attention on E-Commerce Images: A Novel Saliency Prediction Dataset and Method,Lai Jiang; Yifei Li; Shengxi Li; Mai Xu; Se Lei; Yichen Guo; Bo Huang
,,,,,,,206,206a,4238,IDR: Self-Supervised Image Denoising via Iterative Data Refinement,Yi Zhang; Dasong Li; Ka Lung Law; Xiaogang Wang; Hongwei Qin; Hongsheng Li
,,,,,,,207,207a,7916,ABPN: Adaptive Blend Pyramid Network for Real-Time Local Retouching of Ultra High-Resolution Photo,Biwen Lei; Xiefan Guo; Hongyu Yang; Miaomiao Cui; Xuansong Xie; Di Huang
,,,,,,,208,208a,679,Texture-Based Error Analysis for Image Super-Resolution,Salma Abdel Magid; Zudi Lin; Donglai Wei; Yulun Zhang; Jinjin Gu; Hanspeter Pfister
,,,,,,,209,209a,3921,Blind Image Super-Resolution With Elaborate Degradation Modeling on Noise and Kernel,Zongsheng Yue; Qian Zhao; Jianwen Xie; Lei Zhang; Deyu Meng; Kwan-Yee K. Wong
,,,,,,,210,210a,10290,KNN Local Attention for Image Restoration,Hunsang Lee; Hyesong Choi; Kwanghoon Sohn; Dongbo Min
,,,,,,,211,211a,4405,Can You Spot the Chameleon? Adversarially Camouflaging Images From Co-Salient Object Detection,Ruijun Gao; Qing Guo; Felix Juefei-Xu; Hongkai Yu; Huazhu Fu; Wei Feng; Yang Liu; Song Wang
,,,,,,,212,212a,5342,Zoom in and Out: A Mixed-Scale Triplet Network for Camouflaged Object Detection,Youwei Pang; Xiaoqi Zhao; Tian-Zhu Xiang; Lihe Zhang; Huchuan Lu
,,Behavior Analysis,,,,,213,213a,2656,Self-Supervised Keypoint Discovery in Behavioral Videos,Jennifer J. Sun; Serim Ryou; Roni H. Goldshmid; Brandon Weissbourd; John O. Dabiri; David J. Anderson; Ann Kennedy; Yisong Yue; Pietro Perona
,,,,,,,214,214a,874,Learning To Align Sequential Actions in the Wild,Weizhe Liu; Bugra Tekin; Huseyin Coskun; Vibhav Vineet; Pascal Fua; Marc Pollefeys
,,,,,,,215,215a,7245,Dynamic 3D Gaze From Afar: Deep Gaze Estimation From Temporal Eye-Head-Body Coordination,Soma Nonaka; Shohei Nobuhara; Ko Nishino
,,,,,,,216,216a,4809,End-to-End Human-Gaze-Target Detection With Transformers,Danyang Tu; Xiongkuo Min; Huiyu Duan; Guodong Guo; Guangtao Zhai; Wei Shen
,,,,,,,217,217a,7132,Automatic Synthesis of Diverse Weak Supervision Sources for Behavior Analysis,Albert Tseng; Jennifer J. Sun; Yisong Yue
,,,,,,,218,218a,9590,MUSE-VAE: Multi-Scale VAE for Environment-Aware Long Term Trajectory Prediction,Mihee Lee; Samuel S. Sohn; Seonghyeon Moon; Sejong Yoon; Mubbasir Kapadia; Vladimir Pavlovic
,,,,,,,219,219a,10192,Graph-Based Spatial Transformer With Memory Replay for Multi-Future Pedestrian Trajectory Prediction,Lihuan Li; Maurice Pagnucco; Yang Song
,,,,,,,220,220a,7946,End-to-End Trajectory Distribution Prediction Based on Occupancy Grid Maps,Ke Guo; Wenxi Liu; Jia Pan
,,,,,,,221,221a,754,Learning Affordance Grounding From Exocentric Images,Hongchen Luo; Wei Zhai; Jing Zhang; Yang Cao; Dacheng Tao
,,Vision Applications & Systems,,,,,222,222a,1915,3D Scene Painting via Semantic Image Synthesis,Jaebong Jeong; Janghun Jo; Sunghyun Cho; Jaesik Park
,,,,,,,223,223a,6370,Learning Invisible Markers for Hidden Codes in Offline-to-Online Photography,Jun Jia; Zhongpai Gao; Dandan Zhu; Xiongkuo Min; Guangtao Zhai; Xiaokang Yang
,,,,,,,224,224a,2264,ETHSeg: An Amodel Instance Segmentation Network and a Real-World Dataset for X-Ray Waste Inspection,Lingteng Qiu; Zhangyang Xiong; Xuhao Wang; Kenkun Liu; Yihan Li; Guanying Chen; Xiaoguang Han; Shuguang Cui
,,,,,,,225,225a,2112,Doodle It Yourself: Class Incremental Learning by Drawing a Few Sketches,Ayan Kumar Bhunia; Viswanatha Reddy Gajjala; Subhadeep Koley; Rohit Kundu; Aneeshan Sain; Tao Xiang; Yi-Zhe Song
,,,,,,,226,226a,5892,Image Disentanglement Autoencoder for Steganography Without Embedding,Xiyao Liu; Ziping Ma; Junxing Ma; Jian Zhang; Gerald Schaefer; Hui Fang
,,,,,,,227,227a,1885,Adaptive Hierarchical Representation Learning for Long-Tailed Object Detection,Banghuai Li
,,,,,,,228,228a,5934,Semiconductor Defect Detection by Hybrid Classical-Quantum Deep Learning,Yuan-Fu Yang; Min Sun
,,,,,,,229,229a,1616,Density-Preserving Deep Point Cloud Compression,Yun He; Xinlin Ren; Danhang Tang; Yinda Zhang; Xiangyang Xue; Yanwei Fu
,,,,,,,230,230a,9360,Graph-Context Attention Networks for Size-Varied Deep Graph Matching,Zheheng Jiang; Hossein Rahmani; Plamen Angelov; Sue Black; Bryan M. Williams
,,,,,,,231,231a,968,TransWeather: Transformer-Based Restoration of Images Degraded by Adverse Weather Conditions,Jeya Maria Jose Valanarasu; Rajeev Yasarla; Vishal M. Patel
,,,,,,,232,232a,1872,ObjectFormer for Image Manipulation Detection and Localization,Junke Wang; Zuxuan Wu; Jingjing Chen; Xintong Han; Abhinav Shrivastava; Ser-Nam Lim; Yu-Gang Jiang
,,,,,,,233,233a,7760,Sequential Voting With Relational Box Fields for Active Object Detection,Qichen Fu; Xingyu Liu; Kris Kitani
,,,,,,,234,234a,6580,Efficient Classification of Very Large Images With Tiny Objects,Fanjie Kong; Ricardo Henao
,,,,,,,235,235a,6468,Partially Does It: Towards Scene-Level FG-SBIR With Partial Input,Pinaki Nath Chowdhury; Ayan Kumar Bhunia; Viswanatha Reddy Gajjala; Aneeshan Sain; Tao Xiang; Yi-Zhe Song
,,,,,,,236,236a,6025,Long-Term Visual Map Sparsification With Heterogeneous GNN,Ming-Fang Chang; Yipu Zhao; Rajvi Shah; Jakob J. Engel; Michael Kaess; Simon Lucey
,,,,,,,237,237a,141,Connecting the Complementary-View Videos: Joint Camera Identification and Subject Association,Ruize Han; Yiyang Gan; Jiacheng Li; Feifan Wang; Wei Feng; Song Wang
,,,,,,,238,238a,10095,DiffusionCLIP: Text-Guided Diffusion Models for Robust Image Manipulation,Gwanghyun Kim; Taesung Kwon; Jong Chul Ye
,,,,,,,239,239a,3621,Aesthetic Text Logo Synthesis via Content-Aware Layout Inferring,Yizhi Wang; Guo Pu; Wenhan Luo; Yexin Wang; Pengfei Xiong; Hongwen Kang; Zhouhui Lian
,,,,,,,240,240a,1079,Rethinking Image Cropping: Exploring Diverse Compositions From Global Views,Gengyun Jia; Huaibo Huang; Chaoyou Fu; Ran He
,,,,,,,241,241a,1680,Defensive Patches for Robust Recognition in the Physical World,Jiakai Wang; Zixin Yin; Pengfei Hu; Aishan Liu; Renshuai Tao; Haotong Qin; Xianglong Liu; Dacheng Tao
,,,,,,,242,242a,8380,Semi-Supervised Video Paragraph Grounding With Contrastive Encoder,Xun Jiang; Xing Xu; Jingran Zhang; Fumin Shen; Zuo Cao; Heng Tao Shen
,,,,,,,243,243a,5336,Large-Scale Pre-Training for Person Re-Identification With Noisy Labels,Dengpan Fu; Dongdong Chen; Hao Yang; Jianmin Bao; Lu Yuan; Lei Zhang; Houqiang Li; Fang Wen; Dong Chen
,,,,,,,244,244a,1146,Meta Distribution Alignment for Generalizable Person Re-Identification,Hao Ni; Jingkuan Song; Xiaopeng Luo; Feng Zheng; Wen Li; Heng Tao Shen
,,,,,,,245,245a,5429,FvOR: Robust Joint Shape and Pose Optimization for Few-View Object Reconstruction,Zhenpei Yang; Zhile Ren; Miguel Angel Bautista; Zaiwei Zhang; Qi Shan; Qixing Huang
,,,,,,,246,246a,2926,It’s About Time: Analog Clock Reading in the Wild,Charig Yang; Weidi Xie; Andrew Zisserman
,,,,,,,247,247a,9312,Consistency Driven Sequential Transformers Attention Model for Partially Observable Scenes,Samrudhdhi B. Rangrej; Chetan L. Srinidhi; James J. Clark
,,,,,,,248,248a,9923,SmartAdapt: Multi-Branch Object Detection Framework for Videos on Mobiles,Ran Xu; Fangzhou Mu; Jayoung Lee; Preeti Mukherjee; Somali Chaterji; Saurabh Bagchi; Yin Li
,,,,,,,249,249a,9662,Generating 3D Bio-Printable Patches Using Wound Segmentation and Reconstruction To Treat Diabetic Foot Ulcers,Han Joo Chae; Seunghwan Lee; Hyewon Son; Seungyeob Han; Taebin Lim
,,,,,,,250,250a,9541,Investigating the Impact of Multi-LiDAR Placement on Object Detection for Autonomous Driving,Hanjiang Hu; Zuxin Liu; Sharad Chitlangia; Akhil Agnihotri; Ding Zhao
,,"Segmentation, Grouping and Shape Analysis",1:30 PM,3:00 PM,15,Yi Fang (New York Univ.),1,1b,2222,CMT-DeepLab: Clustering Mask Transformers for Panoptic Segmentation,Qihang Yu; Huiyu Wang; Dahun Kim; Siyuan Qiao; Maxwell Collins; Yukun Zhu; Hartwig Adam; Alan Yuille; Liang-Chieh Chen
,,,,,,Benjamin Kimia (Brown Univ.),2,2b,353,Unsupervised Hierarchical Semantic Segmentation With Multiview Cosegmentation and Clustering Transformers,Tsung-Wei Ke; Jyh-Jing Hwang; Yunhui Guo; Xudong Wang; Stella X. Yu
,,,,,,Chao Chen (Stony Brook Univ.),3,3b,3376,Rethinking Semantic Segmentation: A Prototype View,Tianfei Zhou; Wenguan Wang; Ender Konukoglu; Luc Van Gool
,,,,,,,4,4b,1213,Semantic-Aware Domain Generalized Segmentation,Duo Peng; Yinjie Lei; Munawar Hayat; Yulan Guo; Wen Li
,,,,,,,5,5b,10878,Adaptive Early-Learning Correction for Segmentation From Noisy Annotations,Sheng Liu; Kangning Liu; Weicheng Zhu; Yiqiu Shen; Carlos Fernandez-Granda
,,,,,,,6,6b,44,Pointly-Supervised Instance Segmentation,Bowen Cheng; Omkar Parkhi; Alexander Kirillov
,,,,,,,7,7b,9831,Joint Forecasting of Panoptic Segmentations With Difference Attention,Colin Graber; Cyril Jazra; Wenjie Luo; Liangyan Gui; Alexander G. Schwing
,,,,,,,8,8b,3509,FocusCut: Diving Into a Focus View in Interactive Segmentation,Zheng Lin; Zheng-Peng Duan; Zhao Zhang; Chun-Le Guo; Ming-Ming Cheng
,,,,,,,9,9b,4626,Human Instance Matting via Mutual Guidance and Multi-Instance Refinement,Yanan Sun; Chi-Keung Tang; Yu-Wing Tai
,,,,,,,10,10b,4404,Deformable Sprites for Unsupervised Video Decomposition,Vickie Ye; Zhengqi Li; Richard Tucker; Angjoo Kanazawa; Noah Snavely
,,,,,,,11,11b,6936,Eigencontours: Novel Contour Descriptors Based on Low-Rank Approximation,Wonhui Park; Dongkwon Jin; Chang-Su Kim
,,,,,,,12,12b,7525,Robust and Accurate Superquadric Recovery: A Probabilistic Approach,Weixiao Liu; Yuwei Wu; Sipu Ruan; Gregory S. Chirikjian
,,,,,,,13,13b,2337,Medial Spectral Coordinates for 3D Shape Analysis,Morteza Rezanejad; Mohammad Khodadad; Hamidreza Mahyar; Herve Lombaert; Michael Gruninger; Dirk Walther; Kaleem Siddiqi
,,,,,,,14,14b,3680,Scribble-Supervised LiDAR Semantic Segmentation,Ozan Unal; Dengxin Dai; Luc Van Gool
,,,,,,,15,15b,5099,SoftGroup for 3D Instance Segmentation on Point Clouds,Thang Vu; Kookhoi Kim; Tung M. Luu; Thanh Nguyen; Chang D. Yoo
,,3D From Single Images,1:30 PM,3:00 PM,15,Angjoo Kanazawa (Univ. of California Berkeley),1,16b,928,Accurate 3D Body Shape Regression Using Metric and Semantic Attributes,Vasileios Choutas; Lea Müller; Chun-Hao P. Huang; Siyu Tang; Dimitrios Tzionas; Michael J. Black
,,,,,,Pascal Fua (EPFL),2,17b,1979,JIFF: Jointly-Aligned Implicit Face Function for High Quality Single View Clothed Human Reconstruction,Yukang Cao; Guanying Chen; Kai Han; Wenqi Yang; Kwan-Yee K. Wong
,,,,,,,3,18b,5504,"Tracking People by Predicting 3D Appearance, Location and Pose",Jathushan Rajasegaran; Georgios Pavlakos; Angjoo Kanazawa; Jitendra Malik
,,,,,,,4,19b,5661,ArtiBoost: Boosting Articulated 3D Hand-Object Pose Estimation via Online Exploration and Synthesis,Lixin Yang; Kailin Li; Xinyu Zhan; Jun Lv; Wenqiang Xu; Jiefeng Li; Cewu Lu
,,,,,,,5,20b,5372,Interacting Attention Graph for Single Image Two-Hand Reconstruction,Mengcheng Li; Liang An; Hongwen Zhang; Lianpeng Wu; Feng Chen; Tao Yu; Yebin Liu
,,,,,,,6,21b,4909,3D Human Tongue Reconstruction From Single “In-the-Wild” Images,Stylianos Ploumpis; Stylianos Moschoglou; Vasileios Triantafyllou; Stefanos Zafeiriou
,,,,,,,7,22b,1659,EPro-PnP: Generalized End-to-End Probabilistic Perspective-N-Points for Monocular Object Pose Estimation,Hansheng Chen; Pichao Wang; Fan Wang; Wei Tian; Lu Xiong; Hao Li
,,,,,,,8,23b,2488,Diversity Matters: Fully Exploiting Depth Clues for Reliable Monocular 3D Object Detection,Zhuoling Li; Zhan Qu; Yang Zhou; Jianzhuang Liu; Haoqian Wang; Lihui Jiang
,,,,,,,9,24b,3845,OmniFusion: 360 Monocular Depth Estimation via Geometry-Aware Fusion,Yuyan Li; Yuliang Guo; Zhixin Yan; Xinyu Huang; Ye Duan; Liu Ren
,,,,,,,10,25b,5903,Gated2Gated: Self-Supervised Depth Estimation From Gated Images,Amanpreet Walia; Stefanie Walz; Mario Bijelic; Fahim Mannan; Frank Julca-Aguilar; Michael Langer; Werner Ritter; Felix Heide
,,,,,,,11,26b,6661,IRISformer: Dense Vision Transformers for Single-Image Inverse Rendering in Indoor Scenes,Rui Zhu; Zhengqin Li; Janarbek Matai; Fatih Porikli; Manmohan Chandraker
,,,,,,,12,27b,8159,Egocentric Scene Understanding via Multimodal Spatial Rectifier,Tien Do; Khiem Vuong; Hyun Soo Park
,,,,,,,13,28b,10704,Multi-View Depth Estimation by Fusing Single-View Depth Probability With Multi-View Geometry,Gwangbin Bae; Ignas Budvytis; Roberto Cipolla
,,,,,,,14,29b,6633,The Implicit Values of a Good Hand Shake: Handheld Multi-Frame Neural Depth Refinement,Ilya Chugunov; Yuxuan Zhang; Zhihao Xia; Xuaner Zhang; Jiawen Chen; Felix Heide
,,,,,,,15,30b,3300,BANMo: Building Animatable 3D Neural Models From Many Casual Videos,Gengshan Yang; Minh Vo; Natalia Neverova; Deva Ramanan; Andrea Vedaldi; Hanbyul Joo
,,Video Analysis & Understanding,1:30 PM,3:00 PM,15,Nicu Sebe (Univ. of Trento),1,31b,242,Self-Supervised Video Transformer,Kanchana Ranasinghe; Muzammal Naseer; Salman Khan; Fahad Shahbaz Khan; Michael S. Ryoo
